Ticker,Company,Sector,Industry,Country
LGF-B,Lions Gate Entertainment Corp.,Communication Services,Entertainment,USA
LGHL,Lion Group Holding Ltd.,Financial,Asset Management,Hong Kong
LGI,"Lazard Global Total Return and Income Fund, Inc.",Financial,Closed-End Fund - Foreign,USA
LGIH,"LGI Homes, Inc.",Consumer Cyclical,Residential Construction,USA
LGL,"The LGL Group, Inc.",Technology,Electronic Components,USA
LGND,Ligand Pharmaceuticals Incorporated,Healthcare,Biotechnology,USA
LGO,Largo Resources Ltd.,Basic Materials,Other Industrial Metals & Mining,Canada
LGVN,Longeveron Inc.,Healthcare,Biotechnology,USA
LH,Laboratory Corporation of America Holdings,Healthcare,Diagnostics & Research,USA
LHAA,Lerer Hippeau Acquisition Corp.,Financial,Shell Companies,USA
LHC,Leo Holdings Corp. II,Financial,Shell Companies,Bahamas
LHCG,"LHC Group, Inc.",Healthcare,Medical Care Facilities,USA
LHDX,"Lucira Health, Inc.",Healthcare,Diagnostics & Research,USA
LHX,"L3Harris Technologies, Inc.",Industrials,Aerospace & Defense,USA
LI,Li Auto Inc.,Consumer Cyclical,Auto Manufacturers,China
LIFE,"aTyr Pharma, Inc.",Healthcare,Biotechnology,USA
LII,Lennox International Inc.,Industrials,Specialty Industrial Machinery,USA
LILA,Liberty Latin America Ltd.,Communication Services,Telecom Services,USA
LILAK,Liberty Latin America Ltd.,Communication Services,Telecom Services,USA
LIN,Linde plc,Basic Materials,Specialty Chemicals,United Kingdom
LINC,Lincoln Educational Services Corporation,Consumer Defensive,Education & Training Services,USA
LIND,"Lindblad Expeditions Holdings, Inc.",Consumer Cyclical,Travel Services,USA
LINX,Linx S.A.,Technology,Software - Application,Brazil
LIQT,"LiqTech International, Inc.",Industrials,Pollution & Treatment Controls,Denmark
LITB,"LightInTheBox Holding Co., Ltd.",Consumer Cyclical,Internet Retail,China
LITE,Lumentum Holdings Inc.,Technology,Communication Equipment,USA
LIVE,Live Ventures Incorporated,Consumer Cyclical,Specialty Retail,USA
LIVN,LivaNova PLC,Healthcare,Medical Devices,United Kingdom
LIVX,"LiveXLive Media, Inc.",Communication Services,Entertainment,USA
LIXT,"Lixte Biotechnology Holdings, Inc.",Healthcare,Biotechnology,USA
LIZI,Lizhi Inc.,Communication Services,Internet Content & Information,China
LJAQ,LightJump Acquisition Corporation,Financial,Shell Companies,USA
LJAQU,LightJump Acquisition Corporation,Financial,Shell Companies,USA
LJPC,La Jolla Pharmaceutical Company,Healthcare,Biotechnology,USA
LKCO,Luokung Technology Corp.,Communication Services,Internet Content & Information,China
LKFN,Lakeland Financial Corporation,Financial,Banks - Regional,USA
LKQ,LKQ Corporation,Consumer Cyclical,Auto Parts,USA
LL,"Lumber Liquidators Holdings, Inc.",Consumer Cyclical,Home Improvement Retail,USA
LLIT,Lianluo Smart Limited,Healthcare,Medical Devices,China
LLNW,"Limelight Networks, Inc.",Technology,Software - Infrastructure,USA
LLY,Eli Lilly and Company,Healthcare,Drug Manufacturers - General,USA
LMACA,Liberty Media Acquisition Corporation,Financial,Shell Companies,USA
LMACU,Liberty Media Acquisition Corporation,Financial,Shell Companies,USA
LMAO,LMF Acquisition Opportunities Inc.,Financial,Shell Companies,USA
LMAOU,LMF Acquisition Opportunities Inc.,Financial,Shell Companies,USA
LMAT,"LeMaitre Vascular, Inc.",Healthcare,Medical Instruments & Supplies,USA
LMB,"Limbach Holdings, Inc.",Industrials,Engineering & Construction,USA
LMFA,"LM Funding America, Inc.",Financial,Credit Services,USA
LMND,"Lemonade, Inc.",Financial,Insurance - Property & Casualty,USA
LMNL,Liminal BioSciences Inc.,Healthcare,Biotechnology,Canada
LMNR,Limoneira Company,Consumer Defensive,Farm Products,USA
LMNX,Luminex Corporation,Healthcare,Medical Instruments & Supplies,USA
LMPX,"LMP Automotive Holdings, Inc.",Consumer Cyclical,Auto & Truck Dealerships,USA
LMRK,Landmark Infrastructure Partners LP,Real Estate,Real Estate Services,USA
LMT,Lockheed Martin Corporation,Industrials,Aerospace & Defense,USA
LNC,Lincoln National Corporation,Financial,Insurance - Life,USA
LND,Brasilagro - Cia Bras de Prop Agricolas ADR,Consumer Defensive,Farm Products,Brazil
LNDC,Landec Corporation,Consumer Defensive,Packaged Foods,USA
LNFA,L&F Acquisition Corp.,Financial,Shell Companies,USA
LNG,"Cheniere Energy, Inc.",Energy,Oil & Gas Midstream,USA
LNN,Lindsay Corporation,Industrials,Farm & Heavy Construction Machinery,USA
LNSR,"LENSAR, Inc.",Healthcare,Medical Devices,USA
LNT,Alliant Energy Corporation,Utilities,Utilities - Regulated Electric,USA
LNTH,"Lantheus Holdings, Inc.",Healthcare,Diagnostics & Research,USA
LOAN,"Manhattan Bridge Capital, Inc.",Real Estate,REIT - Mortgage,USA
LOB,"Live Oak Bancshares, Inc.",Financial,Banks - Regional,USA
LOCO,"El Pollo Loco Holdings, Inc.",Consumer Cyclical,Restaurants,USA
LODE,Comstock Mining Inc.,Real Estate,Real Estate Services,USA
LOGC,"LogicBio Therapeutics, Inc.",Healthcare,Biotechnology,USA
LOGI,Logitech International S.A.,Technology,Computer Hardware,Switzerland
LOKB,Live Oak Acquisition Corp. II,Financial,Shell Companies,USA
LOMA,Loma Negra Compania Industrial Argentina Sociedad Anonima,Basic Materials,Building Materials,Argentina
LOOP,"Loop Industries, Inc.",Basic Materials,Specialty Chemicals,Canada
LOPE,"Grand Canyon Education, Inc.",Consumer Defensive,Education & Training Services,USA
LORL,Loral Space & Communications Inc.,Communication Services,Telecom Services,USA
LOTZ,"CarLotz, Inc.",Consumer Cyclical,Auto & Truck Dealerships,USA
LOV,Spark Networks SE,Communication Services,Internet Content & Information,Germany
LOVE,The Lovesac Company,Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA
LOW,"Lowe's Companies, Inc.",Consumer Cyclical,Home Improvement Retail,USA
LPCN,Lipocine Inc.,Healthcare,Biotechnology,USA
LPG,Dorian LPG Ltd.,Energy,Oil & Gas Midstream,USA
LPI,"Laredo Petroleum, Inc.",Energy,Oil & Gas E&P,USA
LPL,"LG Display Co., Ltd.",Technology,Consumer Electronics,South Korea
LPLA,LPL Financial Holdings Inc.,Financial,Capital Markets,USA
LPRO,Open Lending Corporation,Financial,Credit Services,USA
LPSN,"LivePerson, Inc.",Technology,Software - Application,USA
LPTH,"LightPath Technologies, Inc.",Technology,Electronic Components,USA
LPTX,"Leap Therapeutics, Inc.",Healthcare,Biotechnology,USA
LPX,Louisiana-Pacific Corporation,Industrials,Building Products & Equipment,USA
LQDA,Liquidia Corporation,Healthcare,Biotechnology,USA
LQDT,"Liquidity Services, Inc.",Consumer Cyclical,Internet Retail,USA
LRCX,Lam Research Corporation,Technology,Semiconductor Equipment & Materials,USA
LRMR,"Larimar Therapeutics, Inc.",Healthcare,Biotechnology,USA
LRN,"Stride, Inc.",Consumer Defensive,Education & Training Services,USA
LSAQ,LifeSci Acquisition II Corp.,Financial,Shell Companies,USA
LSBK,"Lake Shore Bancorp, Inc.",Financial,Banks - Regional,USA
LSCC,Lattice Semiconductor Corporation,Technology,Semiconductors,USA
LSEA,Landsea Homes Corporation,Real Estate,Real Estate - Development,USA
LSF,"Laird Superfood, Inc.",Consumer Defensive,Packaged Foods,USA
LSI,"Life Storage, Inc.",Real Estate,REIT - Industrial,USA
LSPD,Lightspeed POS Inc.,Technology,Software - Application,Canada
LSTR,"Landstar System, Inc.",Industrials,Integrated Freight & Logistics,USA
LSXMA,The Liberty SiriusXM Group,Communication Services,Broadcasting,USA
LSXMK,The Liberty SiriusXM Group,Communication Services,Broadcasting,USA
LTBR,Lightbridge Corporation,Industrials,Electrical Equipment & Parts,USA
LTC,"LTC Properties, Inc.",Real Estate,REIT - Healthcare Facilities,USA
LTHM,Livent Corporation,Basic Materials,Specialty Chemicals,USA
LTRN,Lantern Pharma Inc.,Healthcare,Biotechnology,USA
LTRPA,"Liberty TripAdvisor Holdings, Inc.",Communication Services,Internet Content & Information,USA
LTRPB,"Liberty TripAdvisor Holdings, Inc.",Communication Services,Internet Content & Information,USA
LTRX,"Lantronix, Inc.",Technology,Communication Equipment,USA
LU,Lufax Holding Ltd,Financial,Credit Services,China
LUB,"Luby's, Inc.",Consumer Cyclical,Restaurants,USA
LULU,Lululemon Athletica Inc.,Consumer Cyclical,Apparel Retail,Canada
LUMN,"Lumen Technologies, Inc.",Communication Services,Telecom Services,USA
LUMO,"Lumos Pharma, Inc.",Healthcare,Biotechnology,USA
LUNA,Luna Innovations Incorporated,Technology,Scientific & Technical Instruments,USA
LUNG,Pulmonx Corporation,Healthcare,Medical Devices,USA
LUV,Southwest Airlines Co.,Industrials,Airlines,USA
LUXAU,Lux Health Tech Acquisition Corp.,Financial,Shell Companies,USA
LVRAU,Levere Holdings Corp.,Financial,Shell Companies,Cayman Islands
LVS,Las Vegas Sands Corp.,Consumer Cyclical,Resorts & Casinos,USA
LVTX,Lava Therapeutics B.V.,Healthcare,Biotechnology,Netherlands
LW,"Lamb Weston Holdings, Inc.",Consumer Defensive,Packaged Foods,USA
LWACU,Locust Walk Acquisition Corp.,Financial,Shell Companies,USA
LWAY,"Lifeway Foods, Inc.",Consumer Defensive,Packaged Foods,USA
LX,LexinFintech Holdings Ltd.,Financial,Credit Services,China
LXEH,"Lixiang Education Holding Co., Ltd.",Consumer Defensive,Education & Training Services,China
LXFR,Luxfer Holdings PLC,Industrials,Specialty Industrial Machinery,United Kingdom
LXP,Lexington Realty Trust,Real Estate,REIT - Diversified,USA
LXRX,"Lexicon Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA
LXU,"LSB Industries, Inc.",Basic Materials,Chemicals,USA
LYB,LyondellBasell Industries N.V.,Basic Materials,Specialty Chemicals,USA
LYFT,"Lyft, Inc.",Technology,Software - Application,USA
LYG,Lloyds Banking Group plc,Financial,Banks - Regional,United Kingdom
LYL,Dragon Victory International Limited,Financial,Credit Services,China
LYRA,"Lyra Therapeutics, Inc.",Healthcare,Biotechnology,USA
LYTS,LSI Industries Inc.,Technology,Electronic Components,USA
LYV,"Live Nation Entertainment, Inc.",Communication Services,Entertainment,USA
LZB,La-Z-Boy Incorporated,Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA
M,"Macy's, Inc.",Consumer Cyclical,Department Stores,USA
MA,Mastercard Incorporated,Financial,Credit Services,USA
MAA,"Mid-America Apartment Communities, Inc.",Real Estate,REIT - Residential,USA
MAAC,Montes Archimedes Acquisition Corp.,Financial,Shell Companies,USA
MAACU,Montes Archimedes Acquisition Corp.,Financial,Shell Companies,USA
MAC,The Macerich Company,Real Estate,REIT - Retail,USA
MACA,Moringa Acquisition Corp,Financial,Shell Companies,USA
MACAU,Moringa Acquisition Corp,Financial,Shell Companies,USA
MACK,"Merrimack Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA
MACQU,MCAP Acquisition Corporation,Financial,Shell Companies,USA
MAG,MAG Silver Corp.,Basic Materials,Silver,Canada
MAGS,Magal Security Systems Ltd.,Industrials,Security & Protection Services,Israel
MAIN,Main Street Capital Corporation,Financial,Asset Management,USA
MAN,ManpowerGroup Inc.,Industrials,Staffing & Employment Services,USA
MANH,"Manhattan Associates, Inc.",Technology,Software - Application,USA
MANT,ManTech International Corporation,Technology,Software - Application,USA
MANU,Manchester United plc,Consumer Cyclical,Leisure,United Kingdom
MAR,"Marriott International, Inc.",Consumer Cyclical,Lodging,USA
MARA,"Marathon Digital Holdings, Inc.",Financial,Capital Markets,USA
MARK,"Remark Holdings, Inc.",Communication Services,Internet Content & Information,USA
MARPS,Marine Petroleum Trust,Energy,Oil & Gas Equipment & Services,USA
MAS,Masco Corporation,Industrials,Building Products & Equipment,USA
MASI,Masimo Corporation,Healthcare,Medical Instruments & Supplies,USA
MASS,908 Devices Inc.,Healthcare,Medical Devices,USA
MAT,"Mattel, Inc.",Consumer Cyclical,Leisure,USA
MATW,Matthews International Corporation,Industrials,Conglomerates,USA
MATX,"Matson, Inc.",Industrials,Marine Shipping,USA
MAV,"Pioneer Municipal High Income Advantage Fund, Inc.",Financial,Closed-End Fund - Debt,USA
MAX,"MediaAlpha, Inc.",Communication Services,Internet Content & Information,USA
MAXN,"Maxeon Solar Technologies, Ltd.",Technology,Solar,Singapore
MAXR,Maxar Technologies Inc.,Technology,Communication Equipment,USA
MAYS,"J.W. Mays, Inc.",Real Estate,Real Estate Services,USA
MBI,MBIA Inc.,Financial,Insurance - Specialty,USA
MBII,"Marrone Bio Innovations, Inc.",Basic Materials,Agricultural Inputs,USA
MBIN,Merchants Bancorp,Financial,Banks - Regional,USA
MBINN,Merchants Bancorp,Financial,Banks - Regional,USA
MBIO,"Mustang Bio, Inc.",Healthcare,Biotechnology,USA
MBNKP,Medallion Bank,Financial,Banks - Regional,USA
MBOT,Microbot Medical Inc.,Healthcare,Medical Instruments & Supplies,USA
MBRX,"Moleculin Biotech, Inc.",Healthcare,Biotechnology,USA
MBT,Mobile TeleSystems Public Joint Stock Company,Communication Services,Telecom Services,Russia
MBTC,Nocturne Acquisition Corporation,Financial,Shell Companies,USA
MBTCU,Nocturne Acquisition Corporation,Financial,Shell Companies,USA
MBUU,"Malibu Boats, Inc.",Consumer Cyclical,Recreational Vehicles,USA
MBWM,Mercantile Bank Corporation,Financial,Banks - Regional,USA
MC,Moelis & Company,Financial,Capital Markets,USA
MCA,"BlackRock MuniYield California Quality Fund, Inc.",Financial,Closed-End Fund - Debt,USA
MCADU,Mountain Crest Acquisition Corp. II,Financial,Shell Companies,USA
MCB,Metropolitan Bank Holding Corp.,Financial,Banks - Regional,USA
MCBC,Macatawa Bank Corporation,Financial,Banks - Regional,USA
MCBS,"MetroCity Bankshares, Inc.",Financial,Banks - Regional,USA
MCD,McDonald's Corporation,Consumer Cyclical,Restaurants,USA
MCF,Contango Oil & Gas Company,Energy,Oil & Gas E&P,USA
MCFE,McAfee Corp.,Technology,Software - Application,USA
MCFT,"MasterCraft Boat Holdings, Inc.",Consumer Cyclical,Recreational Vehicles,USA
MCHP,Microchip Technology Incorporated,Technology,Semiconductors,USA
MCHX,"Marchex, Inc.",Communication Services,Advertising Agencies,USA
MCI,Barings Corporate Investors,Financial,Closed-End Fund - Debt,USA
MCK,McKesson Corporation,Healthcare,Medical Distribution,USA
MCN,Madison Covered Call & Equity Strategy Fund,Financial,Closed-End Fund - Equity,USA
MCO,Moody's Corporation,Financial,Financial Data & Stock Exchanges,USA
MCR,MFS Charter Income Trust,Financial,Closed-End Fund - Debt,USA
MCRB,"Seres Therapeutics, Inc.",Healthcare,Biotechnology,USA
MCRI,"Monarch Casino & Resort, Inc.",Consumer Cyclical,Resorts & Casinos,USA
MCS,The Marcus Corporation,Communication Services,Entertainment,USA
MCY,Mercury General Corporation,Financial,Insurance - Property & Casualty,USA
MD,"MEDNAX, Inc.",Healthcare,Medical Care Facilities,USA
MDB,"MongoDB, Inc.",Technology,Software - Infrastructure,USA
MDC,"M.D.C. Holdings, Inc.",Consumer Cyclical,Residential Construction,USA
MDCA,MDC Partners Inc.,Communication Services,Advertising Agencies,USA
MDGL,"Madrigal Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA
MDGS,Medigus Ltd.,Healthcare,Medical Devices,Israel
MDIA,MediaCo Holding Inc.,Communication Services,Broadcasting,USA
MDJH,MDJM Ltd,Real Estate,Real Estate Services,China
MDLA,"Medallia, Inc.",Technology,Software - Application,USA
MDLY,Medley Management Inc.,Financial,Asset Management,USA
MDLZ,"Mondelez International, Inc.",Consumer Defensive,Confectioners,USA
MDNA,Medicenna Therapeutics Corp.,Healthcare,Biotechnology,Canada
MDP,Meredith Corporation,Communication Services,Publishing,USA
MDRR,"Medalist Diversified REIT, Inc.",Real Estate,REIT - Diversified,USA
MDRX,"Allscripts Healthcare Solutions, Inc.",Healthcare,Health Information Services,USA
MDT,Medtronic plc,Healthcare,Medical Devices,Ireland
MDU,"MDU Resources Group, Inc.",Basic Materials,Building Materials,USA
MDVL,"MedAvail Holdings, Inc",Healthcare,Drug Manufacturers - Specialty & Generic,Canada
MDWD,MediWound Ltd.,Healthcare,Biotechnology,Israel
MDXG,"MiMedx Group, Inc.",Healthcare,Medical Devices,USA
MEC,"Mayville Engineering Company, Inc.",Industrials,Metal Fabrication,USA
MED,"Medifast, Inc.",Consumer Cyclical,Personal Services,USA
MEDP,"Medpace Holdings, Inc.",Healthcare,Diagnostics & Research,USA
MEDS,"Trxade Group, Inc.",Healthcare,Pharmaceutical Retailers,USA
MEG,"Montrose Environmental Group, Inc.",Industrials,Waste Management,USA
MEI,"Methode Electronics, Inc.",Technology,Electronic Components,USA
MEIP,"MEI Pharma, Inc.",Healthcare,Biotechnology,USA
MELI,"MercadoLibre, Inc.",Consumer Cyclical,Internet Retail,Argentina
MEOH,Methanex Corporation,Basic Materials,Chemicals,Canada
MERC,Mercer International Inc.,Basic Materials,Paper & Paper Products,Canada
MESA,"Mesa Air Group, Inc.",Industrials,Airlines,USA
MESO,Mesoblast Limited,Healthcare,Biotechnology,Australia
MET,"MetLife, Inc.",Financial,Insurance - Life,USA
METC,"Ramaco Resources, Inc.",Basic Materials,Coking Coal,USA
METX,Meten EdtechX Education Group Ltd.,Consumer Defensive,Education & Training Services,China
MFA,"MFA Financial, Inc.",Real Estate,REIT - Mortgage,USA
MFC,Manulife Financial Corporation,Financial,Insurance - Life,Canada
MFD,Macquarie/First Trust Global Infrastructure/Utilities Dividend & Income Fund,Financial,Closed-End Fund - Equity,USA
MFG,"Mizuho Financial Group, Inc.",Financial,Banks - Regional,Japan
MFGP,Micro Focus International plc,Technology,Software - Infrastructure,United Kingdom
MFH,Mercurity Fintech Holding Inc.,Consumer Cyclical,Internet Retail,China
MFIN,Medallion Financial Corp.,Financial,Credit Services,USA
MFL,BlackRock MuniHoldings Investment Quality Fund,Financial,Closed-End Fund - Debt,USA
MFM,MFS Municipal Income Trust,Financial,Closed-End Fund - Debt,USA
MFNC,Mackinac Financial Corporation,Financial,Banks - Regional,USA
MFV,MFS Special Value Trust,Financial,Closed-End Fund - Debt,USA
MG,"Mistras Group, Inc.",Industrials,Security & Protection Services,USA
MGA,Magna International Inc.,Consumer Cyclical,Auto Parts,Canada
MGEE,"MGE Energy, Inc.",Utilities,Utilities - Diversified,USA
MGF,MFS Government Markets Income Trust,Financial,Closed-End Fund - Debt,USA
MGI,"MoneyGram International, Inc.",Financial,Credit Services,USA
MGIC,Magic Software Enterprises Ltd.,Technology,Software - Application,Israel
MGLN,"Magellan Health, Inc.",Healthcare,Healthcare Plans,USA
MGM,MGM Resorts International,Consumer Cyclical,Resorts & Casinos,USA
MGNI,"Magnite, Inc.",Communication Services,Advertising Agencies,USA
MGNX,"MacroGenics, Inc.",Healthcare,Biotechnology,USA
MGP,MGM Growth Properties LLC,Real Estate,REIT - Diversified,USA
MGPI,"MGP Ingredients, Inc.",Consumer Defensive,Packaged Foods,USA
MGRC,McGrath RentCorp,Industrials,Rental & Leasing Services,USA
MGTA,"Magenta Therapeutics, Inc.",Healthcare,Biotechnology,USA
MGTX,MeiraGTx Holdings plc,Healthcare,Biotechnology,USA
MGU,Macquarie Global Infrastructure Total Return Fund Inc.,Financial,Closed-End Fund - Foreign,USA
MGY,Magnolia Oil & Gas Corporation,Energy,Oil & Gas E&P,USA
MGYR,"Magyar Bancorp, Inc.",Financial,Banks - Regional,USA
MHD,"BlackRock MuniHoldings Fund, Inc.",Financial,Closed-End Fund - Debt,USA
MHF,Western Asset Municipal High Income Fund Inc.,Financial,Closed-End Fund - Debt,USA
MHH,"Mastech Digital, Inc.",Industrials,Staffing & Employment Services,USA
MHI,"Pioneer Municipal High Income Fund, Inc.",Financial,Closed-End Fund - Debt,USA
MHK,"Mohawk Industries, Inc.",Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA
MHLD,"Maiden Holdings, Ltd.",Financial,Insurance - Reinsurance,Bermuda
MHN,"BlackRock MuniHoldings New York Quality Fund, Inc.",Financial,Closed-End Fund - Debt,USA
MHO,"M/I Homes, Inc.",Consumer Cyclical,Residential Construction,USA
MIC,Macquarie Infrastructure Corporation,Industrials,Airports & Air Services,USA
MICT,"MICT, Inc.",Technology,Computer Hardware,USA
MIDD,The Middleby Corporation,Industrials,Specialty Industrial Machinery,USA
MIE,"Cohen & Steers MLP Income and Energy Opportunity Fund, Inc.",Financial,Closed-End Fund - Equity,USA
MILE,"Metromile, Inc.",Financial,Insurance - Property & Casualty,USA
MIME,Mimecast Limited,Technology,Software - Infrastructure,United Kingdom
MIN,MFS Intermediate Income Trust,Financial,Closed-End Fund - Debt,USA
MIND,"MIND Technology, Inc.",Technology,Scientific & Technical Instruments,USA
MIRM,"Mirum Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA
MIST,Milestone Pharmaceuticals Inc.,Healthcare,Biotechnology,Canada
MITC,Meat-Tech 3D Ltd.,Consumer Defensive,Packaged Foods,Israel
MITK,"Mitek Systems, Inc.",Technology,Software - Application,USA
MITO,Stealth BioTherapeutics Corp,Healthcare,Biotechnology,Cayman Islands
MITT,"AG Mortgage Investment Trust, Inc.",Real Estate,REIT - Mortgage,USA
MIXT,MiX Telematics Limited,Technology,Software - Application,USA
MIY,"BlackRock MuniYield Michigan Quality Fund, Inc.",Financial,Closed-End Fund - Debt,USA
MKC,"McCormick & Company, Incorporated",Consumer Defensive,Packaged Foods,USA
MKD,Molecular Data Inc.,Basic Materials,Chemicals,China
MKGI,"Monaker Group, Inc.",Consumer Cyclical,Travel Services,USA
MKL,Markel Corporation,Financial,Insurance - Property & Casualty,USA
MKSI,"MKS Instruments, Inc.",Technology,Scientific & Technical Instruments,USA
MKTX,MarketAxess Holdings Inc.,Financial,Capital Markets,USA
MKTY,"Mechanical Technology, Incorporated",Technology,Scientific & Technical Instruments,USA
MLAB,"Mesa Laboratories, Inc.",Technology,Scientific & Technical Instruments,USA
MLAC,Malacca Straits Acquisition Company Limited,Financial,Shell Companies,Hong Kong
MLCO,Melco Resorts & Entertainment Limited,Consumer Cyclical,Resorts & Casinos,Hong Kong
MLHR,"Herman Miller, Inc.",Industrials,Business Equipment & Supplies,USA
MLI,"Mueller Industries, Inc.",Industrials,Metal Fabrication,USA
MLM,"Martin Marietta Materials, Inc.",Basic Materials,Building Materials,USA
MLND,"Millendo Therapeutics, Inc.",Healthcare,Biotechnology,USA
MLP,"Maui Land & Pineapple Company, Inc.",Real Estate,Real Estate - Development,USA
MLR,"Miller Industries, Inc.",Consumer Cyclical,Auto Parts,USA
MLSS,Milestone Scientific Inc.,Healthcare,Medical Instruments & Supplies,USA
MLVF,"Malvern Bancorp, Inc.",Financial,Banks - Regional,USA
MMAC,"MMA Capital Holdings, Inc.",Financial,Mortgage Finance,USA
MMC,"Marsh & McLennan Companies, Inc.",Financial,Insurance Brokers,USA
MMD,MainStay MacKay DefinedTerm Municipal Opportunities Fund,Financial,Closed-End Fund - Debt,USA
MMI,"Marcus & Millichap, Inc.",Real Estate,Real Estate Services,USA
MMLP,Martin Midstream Partners L.P.,Energy,Oil & Gas Midstream,USA
MMM,3M Company,Industrials,Specialty Industrial Machinery,USA
MMP,"Magellan Midstream Partners, L.P.",Energy,Oil & Gas Midstream,USA
MMS,"Maximus, Inc.",Industrials,Specialty Business Services,USA
MMSI,"Merit Medical Systems, Inc.",Healthcare,Medical Instruments & Supplies,USA
MMT,MFS Multimarket Income Trust,Financial,Closed-End Fund - Debt,USA
MMU,Western Asset Managed Municipals Fund Inc.,Financial,Closed-End Fund - Debt,USA
MMX,Maverix Metals Inc.,Basic Materials,Other Precious Metals & Mining,Canada
MMYT,MakeMyTrip Limited,Consumer Cyclical,Travel Services,India
MN,"Manning & Napier, Inc.",Financial,Asset Management,USA
MNDO,MIND C.T.I. Ltd,Technology,Software - Application,Israel
MNKD,MannKind Corporation,Healthcare,Biotechnology,USA
MNMD,Mind Medicine (MindMed) Inc.,Healthcare,Biotechnology,USA
MNOV,"MediciNova, Inc.",Healthcare,Biotechnology,USA
MNP,Western Asset Municipal Partners Fund Inc.,Financial,Closed-End Fund - Debt,USA
MNPR,Monopar Therapeutics Inc.,Healthcare,Biotechnology,USA
MNR,Monmouth Real Estate Investment Corporation,Real Estate,REIT - Industrial,USA
MNRL,"Brigham Minerals, Inc.",Energy,Oil & Gas E&P,USA
MNRO,"Monro, Inc.",Consumer Cyclical,Auto Parts,USA
MNSB,"MainStreet Bancshares, Inc.",Financial,Banks - Regional,USA
MNSO,MINISO Group Holding Limited,Consumer Cyclical,Specialty Retail,China
MNST,Monster Beverage Corporation,Consumer Defensive,Beverages - Non-Alcoholic,USA
MNTK,"Montauk Renewables, Inc.",Utilities,Utilities - Diversified,USA
MNTX,"Manitex International, Inc.",Industrials,Farm & Heavy Construction Machinery,USA
MO,"Altria Group, Inc.",Consumer Defensive,Tobacco,USA
MOD,Modine Manufacturing Company,Consumer Cyclical,Auto Parts,USA
MODN,"Model N, Inc.",Technology,Software - Application,USA
MODV,ModivCare Inc.,Healthcare,Medical Care Facilities,USA
MOFG,"MidWestOne Financial Group, Inc.",Financial,Banks - Regional,USA
MOG-A,Moog Inc.,Industrials,Aerospace & Defense,USA
MOGO,Mogo Inc.,Technology,Software - Application,Canada
MOGU,MOGU Inc.,Consumer Cyclical,Internet Retail,China
MOH,"Molina Healthcare, Inc.",Healthcare,Healthcare Plans,USA
MOHO,ECMOHO Limited,Consumer Cyclical,Specialty Retail,China
MOMO,Momo Inc.,Communication Services,Internet Content & Information,China
MONCU,Monument Circle Acquisition Corp.,Financial,Shell Companies,USA
MOR,MorphoSys AG,Healthcare,Biotechnology,Germany
MORF,"Morphic Holding, Inc.",Healthcare,Biotechnology,USA
MORN,"Morningstar, Inc.",Financial,Financial Data & Stock Exchanges,USA
MOS,The Mosaic Company,Basic Materials,Agricultural Inputs,USA
MOSY,"MoSys, Inc.",Technology,Semiconductors,USA
MOTNU,Motion Acquisition Corp.,Financial,Shell Companies,USA
MOTS,"Motus GI Holdings, Inc.",Healthcare,Diagnostics & Research,USA
MOTV,Motive Capital Corp.,Financial,Shell Companies,USA
MOV,"Movado Group, Inc.",Consumer Cyclical,Luxury Goods,USA
MOVE,Movano Inc.,Healthcare,Medical Devices,USA
MOXC,"Moxian, Inc.",Communication Services,Internet Content & Information,Hong Kong
MP,MP Materials Corp.,Basic Materials,Other Industrial Metals & Mining,USA
MPA,BlackRock MuniYield Pennsylvania Quality Fund,Financial,Closed-End Fund - Debt,USA
MPAA,"Motorcar Parts of America, Inc.",Consumer Cyclical,Auto Parts,USA
MPACU,Model Performance Acquisition Corp.,Financial,Shell Companies,Hong Kong
MPB,"Mid Penn Bancorp, Inc.",Financial,Banks - Regional,USA
MPC,Marathon Petroleum Corporation,Energy,Oil & Gas Refining & Marketing,USA
MPLN,MultiPlan Corporation,Healthcare,Healthcare Plans,USA
MPLX,MPLX LP,Energy,Oil & Gas Midstream,USA
MPV,Barings Participation Investors,Financial,Closed-End Fund - Debt,USA
MPW,"Medical Properties Trust, Inc.",Real Estate,REIT - Healthcare Facilities,USA
MPWR,"Monolithic Power Systems, Inc.",Technology,Semiconductors,USA
MPX,Marine Products Corporation,Consumer Cyclical,Recreational Vehicles,USA
MQT,"BlackRock MuniYield Quality Fund II, Inc.",Financial,Closed-End Fund - Debt,USA
MQY,"BlackRock MuniYield Quality Fund, Inc.",Financial,Closed-End Fund - Debt,USA
MRACU,Marquee Raine Acquisition Corp.,Financial,Shell Companies,USA
MRAM,"Everspin Technologies, Inc.",Technology,Semiconductors,USA
MRC,MRC Global Inc.,Energy,Oil & Gas Equipment & Services,USA
MRCC,Monroe Capital Corporation,Financial,Mortgage Finance,USA
MRCY,"Mercury Systems, Inc.",Industrials,Aerospace & Defense,USA
